,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
2881,Other,5,NORTH,1948,2,47237,Other,47661.0,None,0.0,None,0.0,,125.8000031,5996179.5,0.0,5981430.0,0.0,41.7,0.88
2894,K-12 School,6,BALLARD,1989,2,57298,K-12 School,60882.0,None,0.0,None,0.0,91.0,27.60000038,1681189.25,0.0,1586389.0,0.0,11.06,0.19
2896,Supermarket / Grocery Store,4,NORTHEAST,1997,1,76585,Supermarket/Grocery Store,41447.0,Parking,0.0,None,0.0,18.0,346.7000122,14368231.0,0.0,8112028.0,5794050.0,364.27,4.76
2897,Worship Facility,4,NORTHEAST,1938,3,26373,Worship Facility,26373.0,None,0.0,None,0.0,75.0,44.5,1172287.125,0.0,282478.0,681758.0,38.18,1.45
2901,Small- and Mid-Sized Office,3,CENTRAL,1956,2,75868,Office,50379.0,Restaurant,12622.0,Retail Store,6662.0,,47.5,3605749.75,0.0,3605750.0,0.0,25.14,0.33
2904,Mixed Use Property,3,EAST,1947,2,21656,Entertainment/Public Assembly,5656.0,Public Services,5561.0,Restaurant,5090.0,,74.30000305,1607972.25,0.0,726238.0,881734.0,51.89,2.4
2912,Distribution Center,7,MAGNOLIA / QUEEN ANNE,1921,3,23040,Distribution Center,23040.0,None,0.0,None,0.0,,20.5,472415.4063,0.0,421430.0,0.0,2.94,0.13
2913,Other,7,MAGNOLIA / QUEEN ANNE,1956,2,36771,Other,34856.0,None,0.0,None,0.0,,154.8999939,5400237.5,0.0,5447076.0,0.0,37.97,1.03
2916,Warehouse,1,GREATER DUWAMISH,1977,1,24024,Non-Refrigerated Warehouse,14314.0,Services,9710.0,None,0.0,,16.79999924,404484.4063,0.0,375773.0,0.0,2.62,0.11
2917,Warehouse,1,GREATER DUWAMISH,1953,1,42420,Non-Refrigerated Warehouse,27420.0,Other,10000.0,Office,5000.0,34.0,26.60000038,1129170.375,0.0,474320.0,491105.0,29.39,0.69
2918,Distribution Center,1,GREATER DUWAMISH,1979,1,36982,Distribution Center,34382.0,Office,2600.0,None,0.0,,11.0,405866.9063,0.0,282354.0,92400.0,6.88,0.19
2919,Warehouse,1,GREATER DUWAMISH,1964,2,23400,Non-Refrigerated Warehouse,20002.0,Office,3374.0,Parking,0.0,,19.5,454896.5,0.0,439267.0,0.0,3.06,0.13
2924,Other,7,MAGNOLIA / QUEEN ANNE,1948,2,30720,Other,28120.0,Parking,1600.0,Office,1000.0,,65.80000305,1915150.75,0.0,482047.0,1201017.0,67.15,2.19
2926,Warehouse,2,GREATER DUWAMISH,1972,1,23232,Non-Refrigerated Warehouse,23232.0,None,0.0,None,0.0,,5.5,127374.0,0.0,127374.0,0.0,0.89,0.04
2927,Warehouse,2,GREATER DUWAMISH,1974,1,35046,Non-Refrigerated Warehouse,32546.0,None,0.0,None,0.0,100.0,33.59999847,1092979.75,0.0,841364.0,221905.0,17.65,0.5
2928,Refrigerated Warehouse,2,GREATER DUWAMISH,1961,1,25577,Refrigerated Warehouse,13349.0,Non-Refrigerated Warehouse,8228.0,Office,4000.0,,34.5,883072.875,0.0,723667.0,172117.0,14.19,0.55
2929,Warehouse,2,GREATER DUWAMISH,1974,1,43380,Non-Refrigerated Warehouse,42844.0,None,0.0,None,0.0,89.0,9.600000381,412764.8125,0.0,405062.0,0.0,2.82,0.07
2930,Small- and Mid-Sized Office,4,LAKE UNION,1995,3,20410,Office,20410.0,None,0.0,None,0.0,8.0,138.6000061,2827857.0,0.0,1444160.0,1276078.0,77.84,3.81
2938,Small- and Mid-Sized Office,5,NORTHWEST,1983,3,24696,Office,18396.0,Parking,6300.0,None,0.0,87.0,33.90000153,624125.625,0.0,624125.0,0.0,4.35,0.18
2944,K-12 School,5,NORTHWEST,1956,1,45174,K-12 School,45174.0,None,0.0,None,0.0,84.0,48.79999924,2205570.75,0.0,786971.0,1193854.0,68.89,1.52
2945,Worship Facility,5,NORTHWEST,2002,1,24955,Worship Facility,24955.0,None,0.0,None,0.0,47.0,31.0,773357.0,0.0,320006.0,369797.0,21.87,0.88
2962,Other,3,CENTRAL,1991,3,34074,Specialty Hospital,34074.0,None,0.0,None,0.0,,253.8999939,8652913.0,0.0,3603789.0,4918200.0,286.33,8.4
2963,Hotel,7,DOWNTOWN,2006,10,392552,Hotel,198400.0,Parking,52400.0,None,0.0,23.0,87.30000305,17311366.0,0.0,10914911.0,6542646.0,423.57,1.08
2981,Worship Facility,5,NORTH,1961,2,76475,Worship Facility,45442.0,Education,31033.0,None,0.0,,25.0,1913404.25,0.0,573241.0,1192573.0,67.33,0.88
2982,K-12 School,5,NORTH,1988,2,32961,K-12 School,32961.0,None,0.0,None,0.0,86.0,52.20000076,1719595.125,0.0,446659.0,1126496.0,62.94,1.91
2985,Other,6,NORTHWEST,2004,1,27376,Library,12806.0,Parking,0.0,None,0.0,,90.30000305,1155795.125,0.0,668530.0,414390.0,26.67,0.97
2993,K-12 School,3,CENTRAL,1950,1,109794,K-12 School,109794.0,None,0.0,None,0.0,87.0,33.29999924,3657784.25,0.0,1294767.0,2001759.0,115.34,1.05
2995,Other,3,CENTRAL,1911,3,25200,Lodging/Residential,25200.0,None,0.0,None,0.0,,55.79999924,1407294.875,0.0,281188.0,961478.0,53.02,2.1
2996,Supermarket / Grocery Store,5,NORTH,1996,1,44755,Supermarket/Grocery Store,46978.0,None,0.0,None,0.0,56.0,254.1999969,11943740.0,0.0,5923610.0,5597529.0,338.58,7.57
2997,Other,3,EAST,1907,2,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)",22320.0,None,0.0,None,0.0,,10.30000019,230988.9063,0.0,137286.0,72359.0,4.8,0.22
2998,Mixed Use Property,3,EAST,1912,3,24000,Office,12000.0,Other,6000.0,Retail Store,6000.0,,39.70000076,952583.5,0.0,876004.0,56079.0,9.09,0.38
2999,Small- and Mid-Sized Office,3,EAST,1920,3,23422,Office,23422.0,None,0.0,None,0.0,65.0,123.9000015,2902229.0,0.0,334292.0,2367580.0,128.07,5.47
3000,Other,3,EAST,1975,2,38879,Urgent Care/Clinic/Outpatient,38879.0,None,0.0,None,0.0,,91.69999695,3564727.5,0.0,3257087.0,114572.0,28.79,0.74
3009,Warehouse,3,EAST,1920,2,23040,Non-Refrigerated Warehouse,23040.0,None,0.0,None,0.0,99.0,3.5,79967.89844,0.0,72845.0,6867.0,0.87,0.04
3012,Warehouse,3,EAST,1958,2,61880,Non-Refrigerated Warehouse,61880.0,None,0.0,None,0.0,66.0,9.800000191,604190.125,0.0,595937.0,0.0,4.15,0.07
3014,Small- and Mid-Sized Office,3,EAST,1925,2,27938,Office,13917.0,Retail Store,13188.0,None,0.0,97.0,37.0,1002986.375,0.0,1024252.0,3142.0,7.31,0.26
3019,Other,4,NORTHEAST,1924,2,21600,Services,32580.0,Retail Store,9650.0,None,0.0,,38.40000153,1623657.0,0.0,1623657.0,0.0,11.32,0.52
3020,Other,4,NORTHEAST,1929,3,27908,Other,21886.0,None,0.0,None,0.0,,99.69999695,2182493.0,0.0,964426.0,1063700.0,63.22,2.27
3022,K-12 School,3,CENTRAL,2000,2,30562,K-12 School,30562.0,None,0.0,None,0.0,69.0,59.70000076,1824440.125,0.0,659450.0,962781.0,55.73,1.82
3024,Retail Store,2,DOWNTOWN,2000,3,54969,Retail Store,54969.0,None,0.0,None,0.0,67.0,68.59999847,3770784.25,0.0,3434704.0,289394.0,39.31,0.72
3025,K-12 School,3,CENTRAL,1951,2,36825,K-12 School,44340.0,Worship Facility,10415.0,Social/Meeting Hall,4925.0,,29.29999924,1892122.25,0.0,911763.0,843310.0,51.14,1.39
3028,Small- and Mid-Sized Office,3,EAST,1958,3,25834,Office,31822.0,None,0.0,None,0.0,73.0,69.90000153,2223401.5,0.0,1219253.0,857036.0,54.02,2.09
3032,Worship Facility,3,EAST,1929,1,37700,Worship Facility,52225.0,None,0.0,None,0.0,38.0,80.30000305,4195549.5,0.0,751827.0,2729901.0,150.23,3.98
3036,K-12 School,3,EAST,1925,2,27273,K-12 School,27273.0,None,0.0,None,0.0,90.0,52.70000076,1436271.0,0.0,436535.0,822084.0,46.7,1.71
3045,Small- and Mid-Sized Office,5,NORTHWEST,1982,3,25111,Office,14256.0,Non-Refrigerated Warehouse,7850.0,Parking,0.0,77.0,48.0,1060040.75,0.0,557279.0,397074.0,24.97,0.99
3057,Worship Facility,7,MAGNOLIA / QUEEN ANNE,1953,2,31805,Worship Facility,31805.0,None,0.0,None,0.0,10.0,59.40000153,1888861.125,0.0,407379.0,1234288.0,68.39,2.15
3058,K-12 School,7,MAGNOLIA / QUEEN ANNE,1953,1,20811,K-12 School,20811.0,None,0.0,None,0.0,95.0,69.30000305,1441620.0,0.0,505796.0,761553.0,43.97,2.11
3060,Warehouse,2,GREATER DUWAMISH,1967,2,22058,Non-Refrigerated Warehouse,12644.0,Office,7286.0,None,0.0,1.0,112.1999969,2235498.0,0.0,847726.0,1139608.0,66.43,3.01
3063,Refrigerated Warehouse,2,GREATER DUWAMISH,1970,1,22890,Refrigerated Warehouse,43452.0,Office,2890.0,None,0.0,,212.3999939,9844836.0,0.0,8922015.0,1083771.0,119.76,5.23
3064,Other,2,GREATER DUWAMISH,1907,5,36000,Other,36000.0,None,0.0,None,0.0,,35.29999924,1270850.625,0.0,346376.0,764918.0,43.04,1.2
3065,Distribution Center,2,GREATER DUWAMISH,1971,1,28320,Distribution Center,28320.0,Parking,0.0,None,0.0,1.0,155.5,4403066.5,0.0,3403624.0,832772.0,67.96,2.4
3072,Worship Facility,4,NORTHEAST,1955,1,29079,Worship Facility,29079.0,None,0.0,None,0.0,78.0,32.0,930746.875,0.0,511118.0,350526.0,22.18,0.76
3073,Small- and Mid-Sized Office,3,EAST,1982,3,28848,Office,19232.0,Parking,9616.0,None,0.0,82.0,40.0,769771.8125,0.0,726917.0,0.0,5.07,0.18
3076,Small- and Mid-Sized Office,6,BALLARD,1988,2,20535,Office,13600.0,Distribution Center,8200.0,None,0.0,7.0,90.09999847,1964622.625,0.0,1274260.0,561544.0,38.71,1.89
3077,Laboratory,7,MAGNOLIA / QUEEN ANNE,1985,2,43025,Laboratory,29527.0,Other,13498.0,None,0.0,,235.8999939,10148279.0,0.0,5264469.0,4128638.0,255.97,5.95
3079,Warehouse,2,GREATER DUWAMISH,1965,1,30800,Non-Refrigerated Warehouse,30800.0,None,0.0,None,0.0,65.0,15.80000019,485971.0,0.0,485971.0,0.0,3.39,0.11
3088,Warehouse,2,GREATER DUWAMISH,1922,1,37400,Non-Refrigerated Warehouse,27271.0,Supermarket/Grocery Store,5706.0,Distribution Center,4473.0,73.0,24.29999924,909543.1875,0.0,894740.0,29453.0,7.8,0.21
3094,Large Office,2,DOWNTOWN,2000,11,268130,Office,268130.0,None,0.0,None,0.0,88.0,56.09999847,15033874.0,0.0,14980783.0,45567.0,106.86,0.4
3095,Small- and Mid-Sized Office,2,DOWNTOWN,2000,11,68452,Office,61665.0,Bank Branch,6787.0,None,0.0,79.0,58.09999847,3979629.5,0.0,3782378.0,0.0,26.37,0.39
3096,Large Office,2,DOWNTOWN,2000,11,273185,Office,281566.0,None,0.0,None,0.0,88.0,52.20000076,14709151.0,0.0,14709149.0,0.0,102.54,0.38
3097,K-12 School,4,NORTHEAST,1924,3,97500,K-12 School,97500.0,None,0.0,None,0.0,97.0,44.29999924,4314753.5,0.0,910698.0,2826262.0,156.45,1.6
3098,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1982,5,54015,Office,54015.0,None,0.0,None,0.0,75.0,55.90000153,3020001.5,0.0,3020001.0,0.0,21.05,0.39
3105,Restaurant,7,DOWNTOWN,1985,13,42000,Restaurant/Bar,26554.0,Other,15310.0,Strip Mall,7673.0,,147.3000031,7762660.5,2513519.25,4351882.0,933062.0,273.91,6.52
3108,Large Office,7,DOWNTOWN,1982,24,119701,Office,102878.0,Retail Store,16823.0,None,0.0,67.0,70.0,8382140.5,0.0,8382139.0,0.0,58.44,0.49
3109,Other,5,NORTH,1965,1,24697,Library,15300.0,Services,4717.0,None,0.0,,69.69999695,1395016.125,0.0,859009.0,436677.0,29.18,1.18
3110,University,3,CENTRAL,2013,1,57468,College/University,67750.0,None,0.0,None,0.0,,55.79999924,3778965.75,0.0,2133182.0,1410803.0,89.8,1.56
3111,University,3,EAST,2006,5,84000,College/University,84300.0,None,0.0,None,0.0,,149.1999969,12581302.0,0.0,4446528.0,7737596.0,441.94,5.26
3114,Retail Store,7,DOWNTOWN,1991,3,103000,Retail Store,103000.0,None,0.0,None,0.0,89.0,52.29999924,5390147.5,0.0,4243144.0,971477.0,81.18,0.79
3115,Supermarket / Grocery Store,1,SOUTHWEST,2008,1,37864,Supermarket/Grocery Store,37864.0,None,0.0,None,0.0,61.0,218.1000061,8257472.5,0.0,5407602.0,2618093.0,176.75,4.67
3116,Supermarket / Grocery Store,3,EAST,1950,2,66497,Supermarket/Grocery Store,66497.0,None,0.0,None,0.0,84.0,139.6999969,9290214.0,0.0,9133009.0,157203.0,72.02,1.08
3117,Retail Store,7,MAGNOLIA / QUEEN ANNE,2006,4,34010,Retail Store,38428.0,None,0.0,None,0.0,,94.0,3611326.75,0.0,3560614.0,0.0,24.82,0.73
3118,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,2006,4,45980,Supermarket/Grocery Store,45980.0,None,0.0,None,0.0,79.0,186.5,8573323.0,0.0,5369235.0,2936020.0,193.36,4.21
3121,Retail Store,3,EAST,1996,3,45743,Retail Store,45243.0,None,0.0,None,0.0,88.0,115.5,5227773.5,0.0,4307444.0,1005772.0,83.45,1.82
3123,Other,3,CENTRAL,1991,1,45000,Fitness Center/Health Club/Gym,45000.0,Swimming Pool,0.0,None,0.0,,83.80000305,3769240.5,0.0,1051644.0,2453853.0,137.66,3.06
3124,Other,2,GREATER DUWAMISH,1999,6,333698,Parking,432903.0,Entertainment/Public Assembly,333698.0,None,0.0,,43.90000153,14658050.0,0.0,9401937.0,4328267.0,295.42,0.89
3125,Warehouse,2,GREATER DUWAMISH,1904,4,72859,Non-Refrigerated Warehouse,72859.0,None,0.0,None,0.0,55.0,21.60000038,1577083.25,0.0,1455485.0,42973.0,12.43,0.17
3126,K-12 School,2,SOUTHEAST,2009,2,138705,K-12 School,138705.0,None,0.0,None,0.0,84.0,38.5,5344758.0,0.0,3004396.0,1954902.0,124.77,0.9
3129,Mixed Use Property,2,GREATER DUWAMISH,2004,3,21947,Other,14877.0,Office,12023.0,Parking,4920.0,,61.59999847,1658135.375,0.0,969591.0,585008.0,37.83,1.72
3130,Warehouse,4,NORTHEAST,1940,0,384772,Non-Refrigerated Warehouse,349953.0,Office,63872.0,None,0.0,69.0,39.0,16139557.0,0.0,9014872.0,6191888.0,391.7,1.02
3131,Medical Office,4,NORTHEAST,1960,0,30287,Medical Office,28050.0,None,0.0,None,0.0,32.0,81.30000305,2279632.5,0.0,1815405.0,377710.0,32.72,1.08
3132,Small- and Mid-Sized Office,4,NORTHEAST,1960,0,21931,Office,31845.0,Office,31845.0,None,0.0,32.0,134.8000031,4292216.0,0.0,1398591.0,2548619.0,145.11,6.62
3133,Small- and Mid-Sized Office,7,DOWNTOWN,1985,6,73102,Office,92723.0,Parking,18364.0,None,0.0,84.0,48.40000153,4483478.0,0.0,4307238.0,0.0,30.03,0.41
3136,Mixed Use Property,2,GREATER DUWAMISH,1966,1,87458,Office,41097.0,Distribution Center,39772.0,Other,6275.0,,106.0,9271981.0,0.0,3890327.0,4584911.0,270.63,3.09
3141,Supermarket / Grocery Store,5,NORTH,2011,1,51400,Supermarket/Grocery Store,51841.0,Parking,0.0,None,0.0,74.0,233.0,12081430.0,0.0,6889168.0,4813790.0,303.69,5.91
3144,Small- and Mid-Sized Office,4,LAKE UNION,1993,1,26263,Office,26263.0,None,0.0,None,0.0,64.0,63.70000076,1671740.25,0.0,1634669.0,0.0,11.4,0.43
3152,Other,2,GREATER DUWAMISH,1906,2,39212,Other,39212.0,None,0.0,None,0.0,,1.799999952,72370.39844,0.0,72371.0,0.0,0.5,0.01
3155,Other,3,CENTRAL,1968,1,21400,Recreation,11737.0,Fitness Center/Health Club/Gym,9003.0,Swimming Pool,0.0,,261.7000122,5427452.5,0.0,2514599.0,2656210.0,158.6,7.41
3156,Laboratory,3,EAST,2000,8,178000,Laboratory,181930.0,None,0.0,None,0.0,,302.7000122,55068016.0,31030194.0,22135959.0,0.0,2549.47,14.32
3158,Large Office,2,GREATER DUWAMISH,2005,4,162157,Office,88698.0,Services,72726.0,None,0.0,,255.3999939,41225944.0,0.0,35110865.0,5502867.0,537.03,3.31
3160,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,2003,4,33997,Supermarket/Grocery Store,33997.0,Parking,30000.0,None,0.0,23.0,267.2999878,9086338.0,0.0,8224625.0,702110.0,94.63,2.78
3162,Large Office,7,LAKE UNION,2012,11,526423,Office,400536.0,Parking,182439.0,Other,7177.0,97.0,42.79999924,17463744.0,0.0,16565434.0,898308.0,163.19,0.31
3165,Warehouse,2,SOUTHEAST,1988,2,45700,Non-Refrigerated Warehouse,293707.0,None,0.0,None,0.0,99.0,5.300000191,1547490.125,0.0,1441594.0,102600.0,15.5,0.34
3168,Other,4,NORTHEAST,1929,0,502030,Recreation,564258.0,None,0.0,None,0.0,,36.59999847,20672948.0,0.0,9359884.0,9110455.0,549.11,1.09
3171,Other,5,NORTHWEST,2012,2,53575,Urgent Care/Clinic/Outpatient,53575.0,None,0.0,None,0.0,,593.5999756,31803568.0,0.0,23173477.0,8630089.0,619.9,11.57
3173,Large Office,2,GREATER DUWAMISH,2012,6,157345,Office,157345.0,None,0.0,None,0.0,63.0,74.09999847,11666007.0,0.0,11385578.0,238969.0,92.07,0.59
3178,Other,1,GREATER DUWAMISH,2012,2,137138,Utility,138602.0,None,0.0,None,0.0,,40.20000076,5574345.0,0.0,5475366.0,0.0,38.17,0.28
3182,Other,3,EAST,2012,7,267470,Other,160482.0,Hospital (General Medical & Surgical),106988.0,None,0.0,,159.6999969,42715544.0,18547858.0,23795911.0,0.0,1597.56,5.97
3187,Hospital,4,NORTHEAST,2013,8,330000,Hospital (General Medical & Surgical),241500.0,None,0.0,None,0.0,58.0,239.1999969,57764408.0,0.0,27703081.0,30061325.0,1789.69,5.42
3192,Retail Store,7,MAGNOLIA / QUEEN ANNE,1918,3,43832,Retail Store,24588.0,Hotel,17558.0,Parking,1686.0,67.0,96.90000153,4085534.75,0.0,1343774.0,2542771.0,144.41,3.29
3193,Other,1,SOUTHWEST,1987,6,146363,Strip Mall,146363.0,None,0.0,None,0.0,,83.0,12145596.0,0.0,6438541.0,5292013.0,325.94,2.23
3198,Supermarket / Grocery Store,1,SOUTHWEST,2011,1,67263,Supermarket/Grocery Store,67263.0,None,0.0,None,0.0,78.0,226.1000061,15210667.0,0.0,9272449.0,5425036.0,352.77,5.24
3201,Worship Facility,4,NORTHEAST,2008,2,70292,Worship Facility,70292.0,None,0.0,None,0.0,37.0,30.5,2145036.25,0.0,977731.0,956080.0,57.59,0.82
3203,Other,7,DOWNTOWN,1975,7,90679,Data Center,60000.0,Parking,30700.0,None,0.0,100.0,694.7000122,41680640.0,0.0,41680634.0,0.0,290.57,3.2
3205,Laboratory,7,LAKE UNION,2013,8,339591,Laboratory,172793.0,Parking,139241.0,Convenience Store without Gas Station,294.0,,248.1999969,42959812.0,0.0,24410204.0,17286256.0,1088.25,3.2
3214,K-12 School,3,EAST,2014,2,35780,K-12 School,38000.0,None,0.0,None,0.0,22.0,78.0,2962615.25,0.0,2234214.0,678050.0,51.59,1.44
3216,Large Office,7,MAGNOLIA / QUEEN ANNE,2013,3,105061,Office,83533.0,Parking,28217.0,None,0.0,100.0,17.0,1420513.25,0.0,1363192.0,0.0,9.5,0.09
3218,Small- and Mid-Sized Office,3,DOWNTOWN,2013,3,62662,Office,47000.0,None,0.0,None,0.0,67.0,55.90000153,2626698.25,0.0,2444599.0,57532.0,20.1,0.32
3221,Hotel,6,BALLARD,2013,4,62381,Hotel,60245.0,Parking,26067.0,Swimming Pool,0.0,62.0,58.0,3497215.5,0.0,3497215.0,0.0,24.38,0.39
3228,Senior Care Community,3,CENTRAL,2013,6,79805,Senior Care Community,79805.0,Parking,7000.0,None,0.0,25.0,96.40000153,7692164.0,0.0,4663661.0,2867663.0,184.81,2.32
3230,K-12 School,5,NORTHWEST,2014,2,48925,K-12 School,63500.0,None,0.0,None,0.0,82.0,26.70000076,1695022.25,0.0,1384383.0,246907.0,22.76,0.47
3232,Other,7,MAGNOLIA / QUEEN ANNE,1962,1,29000,Other,25100.0,None,0.0,None,0.0,,90.80000305,2642231.75,0.0,1604709.0,824505.0,54.98,1.9
3233,Other,4,NORTHEAST,2013,6,305025,Lifestyle Center,318986.0,Medical Office,19909.0,None,0.0,,78.30000305,26532170.0,0.0,12331431.0,13628209.0,809.76,2.65
3235,Large Office,2,GREATER DUWAMISH,2014,7,333714,Office,191333.0,Parking,133432.0,None,0.0,,24.29999924,4644839.5,0.0,4359095.0,222397.0,42.2,0.13
3240,Other,2,GREATER DUWAMISH,2014,2,56988,Automobile Dealership,24520.0,Parking,0.0,None,0.0,,22.20000076,544172.375,0.0,276732.0,267440.0,16.13,0.28
3252,University,2,GREATER DUWAMISH,2007,2,149856,College/University,149856.0,None,0.0,None,0.0,,45.09999847,6759240.5,0.0,4967236.0,1368079.0,107.29,0.72
3253,Other,1,DELRIDGE,2010,2,44162,Pre-school/Daycare,44162.0,Parking,15761.0,None,0.0,,38.0,1679541.25,0.0,953635.0,592850.0,38.13,0.86
3254,Other,2,SOUTHEAST,2013,1,53775,Recreation,35361.0,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,,231.3999939,12442613.0,0.0,4007401.0,8088416.0,457.51,8.51
3259,Small- and Mid-Sized Office,3,EAST,1912,2,64820,Office,37668.0,Movie Theater,11500.0,Vocational School,10000.0,,39.40000153,2332889.25,0.0,1980767.0,293529.0,29.4,0.45
3260,University,3,EAST,1993,2,99765,College/University,99765.0,None,0.0,None,0.0,,33.79999924,3372443.75,0.0,2055974.0,1129031.0,74.3,0.74
3261,University,3,EAST,1925,3,428347,College/University,472384.0,None,0.0,None,0.0,,82.5,38977108.0,13556219.0,21930618.0,1535341.0,1280.81,2.99
3264,Hospital,3,EAST,1920,8,374466,Hospital (General Medical & Surgical),1010135.0,None,0.0,None,0.0,74.0,165.5,167207104.0,73885472.0,90060497.0,0.0,6330.91,16.91
3267,Senior Care Community,7,DOWNTOWN,1989,3,197395,Senior Care Community,38800.0,Public Services,3650.0,Office,586.0,,65.19999695,2842128.0,0.0,1888063.0,849471.0,58.28,0.3
3268,Supermarket / Grocery Store,6,BALLARD,2010,8,41198,Supermarket/Grocery Store,41198.0,None,0.0,None,0.0,44.0,189.0,7785876.5,0.0,7151865.0,616192.0,82.58,2.0
3270,Other,2,GREATER DUWAMISH,2014,1,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)",20983.0,None,0.0,None,0.0,,45.79999924,961628.625,0.0,795829.0,98912.0,10.8,0.51
3273,Other,2,SOUTHEAST,2009,0,40265,Pre-school/Daycare,40265.0,None,0.0,None,0.0,,56.20000076,2261075.5,0.0,1371703.0,787467.0,51.39,1.28
3281,Large Office,7,LAKE UNION,2014,6,427181,Office,427181.0,Parking,169195.0,None,0.0,99.0,39.40000153,16810854.0,0.0,14213039.0,2157998.0,213.7,0.5
3290,Self-Storage Facility,2,SOUTHEAST,2014,4,101580,Self-Storage Facility,87576.0,None,0.0,None,0.0,,10.69999981,940844.6875,0.0,868162.0,72683.0,9.91,0.1
3294,Other,4,NORTHEAST,2014,3,33648,Parking,83600.0,Automobile Dealership,39000.0,None,0.0,,35.90000153,1399581.625,0.0,1399582.0,0.0,9.76,0.29
3317,Large Office,7,MAGNOLIA / QUEEN ANNE,2015,10,513816,Office,359040.0,Parking,151658.0,Restaurant,1087.0,,52.09999847,18760766.0,0.0,16953109.0,1807655.0,214.19,0.42
3319,Hotel,7,DOWNTOWN,2015,14,144614,Hotel,159500.0,None,0.0,None,0.0,89.0,34.79999924,5547964.5,0.0,5269208.0,255864.0,50.32,0.35
3320,Large Office,7,LAKE UNION,2014,12,480702,Office,341897.0,Parking,136594.0,None,0.0,99.0,37.79999924,12926544.0,0.0,11452968.0,1267099.0,147.14,0.31
3321,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,2014,2,25532,Office,11745.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",11745.0,None,0.0,,28.5,670291.0,0.0,627854.0,0.0,4.38,0.17
3322,Other,2,GREATER DUWAMISH,2015,2,108036,Parking,202171.0,Automobile Dealership,108036.0,None,0.0,,49.0,5298717.5,0.0,3752536.0,1239357.0,91.98,0.85
3324,Large Office,7,LAKE UNION,2015,12,483397,Office,342173.0,Parking,147597.0,None,0.0,98.0,42.09999847,14409447.0,0.0,11733018.0,2265619.0,202.12,0.42
3329,Large Office,7,LAKE UNION,2014,13,536697,Office,342838.0,Parking,202178.0,Retail Store,6313.200195,98.0,40.20000076,14037166.0,0.0,9925769.0,3313279.0,245.16,0.46
3337,Hotel,4,LAKE UNION,2014,4,126823,Hotel,88157.0,Parking,41539.0,Swimming Pool,0.0,72.0,68.5,6042399.5,0.0,4115620.0,1926779.0,131.02,1.03
3338,Warehouse,2,GREATER DUWAMISH,1955,1,52085,Non-Refrigerated Warehouse,52085.0,None,0.0,None,0.0,37.0,80.30000305,4182621.75,0.0,732803.0,2873052.0,157.7,3.03
3339,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1929,2,24990,Office,24990.0,None,0.0,None,0.0,9.0,189.3000031,4731813.5,0.0,2167029.0,2253621.0,134.8,5.39
3340,Other,4,NORTHEAST,2013,1,72000,Recreation,72000.0,None,0.0,None,0.0,,44.40000153,3198858.0,0.0,1901620.0,1024160.0,67.65,0.94
3347,K-12 School,3,GREATER DUWAMISH,2015,3,45000,K-12 School,45728.0,Parking,0.0,None,0.0,77.0,30.60000038,1397742.375,0.0,1325973.0,0.0,9.24,0.21
3356,Mixed Use Property,7,LAKE UNION,2015,6,345290,Laboratory,151523.0,Office,106498.0,Parking,84002.0,,150.8000031,41078600.0,0.0,23636804.0,15727308.0,1000.06,2.9
3359,University,4,NORTHEAST,1962,1,68072,College/University,68916.0,None,0.0,None,0.0,,46.20000076,3180819.25,0.0,3180819.0,0.0,22.17,0.33
3360,Mixed Use Property,5,NORTH,2005,1,20616,Recreation,9900.0,Fitness Center/Health Club/Gym,8577.0,Pre-school/Daycare,1364.0,,30.89999962,636965.5,0.0,636965.4881,0.0,4.44,0.22
3361,Other,3,CENTRAL,2013,1,11685,Prison/Incarceration,11685.0,None,0.0,None,0.0,,82.90000153,969142.0,0.0,347288.714,503764.9902,29.18,2.5
3362,Other,6,BALLARD,2010,1,11968,Prison/Incarceration,11968.0,None,0.0,None,0.0,,71.80000305,858773.0,0.0,403243.1149,380179.9805,23.0,1.92
3363,Other,5,NORTH,1949,1,11285,Prison/Incarceration,11285.0,None,0.0,None,0.0,,62.59999847,705983.6875,0.0,431795.424,213870.0195,14.37,1.27
3364,Other,6,BALLARD,1911,1,16795,Recreation,8680.0,Fitness Center/Health Club/Gym,7014.0,Pre-school/Daycare,535.0,,59.0,990545.5,0.0,542134.386,394481.9824,24.73,1.47
